scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,natlscale,name_en,wdid_score,ne_id,X,Y
2,Airport,major,Auckland Int'l,AKL,terminal,NZAA,AKL,150,Auckland Airport,4,1159127251,175.00,-37.00
2,Airport,major,Anchorage Int'l,ANC,terminal,PALH,ANC,150,Ted Stevens Anchorage International Airport,5,1159127263,-150.00,61.00
2,Airport,major,Hartsfield-Jackson Atlanta Int'l,ATL,terminal,KATL,ATL,150,Hartsfield–Jackson Atlanta International Airport,4,1159127283,-84.00,34.00
2,Airport,major,Beijing Capital,PEK,terminal,ZBAA,PEK,150,Beijing Capital International Airport,4,1159127293,117.00,40.00
2,Airport,major,Eldorado Int'l,BOG,terminal,SKBO,BOG,150,El Dorado International Airport,4,1159127303,-74.00,5.00
2,Airport,major,Chhatrapati Shivaji Int'l,BOM,terminal,VABB,BOM,150,Chhatrapati Shivaji International Airport,4,1159127317,73.00,19.00
2,Airport,major,Gen E L Logan Int'l,BOS,terminal,KBOS,BOS,150,Logan International Airport,4,1159127331,-71.00,42.00
2,Airport,major,Baltimore-Washington Int'l Thurgood Marshall,BWI,terminal,KBWI,BWI,150,Baltimore/Washington International Thurgood Marshall Airport,4,1159127345,-77.00,39.00
2,Airport,major,Cairo Int'l,CAI,terminal,HECA,CAI,150,Cairo International Airport,4,1159127357,31.00,30.00
2,Airport,mid,Casablanca-Anfa,CAS,terminal,GMMC,CAS,150,Casablanca-Anfa Airport,4,1159127367,-8.00,34.00
2,Airport,mid,Simón Bolivar Int'l,CCS,terminal,SVMI,CCS,150,Simón Bolívar International Airport,4,1159127381,-67.00,11.00
2,Airport,major,Cape Town Int'l,CPT,terminal,FACT,CPT,150,Cape Town International Airport,4,1159127391,19.00,-34.00
2,Airport,major,Chengdushuang Liu,CTU,terminal,ZUUU,CTU,150,Chengdu Shuangliu International Airport,4,1159127407,104.00,31.00
2,Airport,major,Indira Gandhi Int'l,DEL,terminal,VIDP,DEL,150,Indira Gandhi International Airport,4,1159127419,77.00,29.00
2,Airport,major,Denver Int'l,DEN,terminal,KDEN,DEN,150,Denver International Airport,4,1159127425,-105.00,40.00
2,Airport,major,Dallas-Ft. Worth Int'l,DFW,parking,KDFW,DFW,150,Dallas/Fort Worth International Airport,4,1159127437,-97.00,33.00
2,Airport,major,Don Muang Int'l,DMK,terminal,VTBD,DMK,150,Don Mueang International Airport,4,1159127447,101.00,14.00
2,Airport,major,Dubai Int'l,DXB,terminal,OMDB,DXB,150,Dubai International Airport,4,1159127459,55.00,25.00
2,Airport,major,Newark Int'l,EWR,terminal,KEWR,EWR,150,Newark Liberty International Airport,4,1159127471,-74.00,41.00
2,Airport,major,Ministro Pistarini Int'l,EZE,terminal,SAEZ,EZE,150,Ministro Pistarini International Airport,4,1159127481,-59.00,-35.00
2,Airport,major,Fort Lauderdale Hollywood Int'l,FLL,terminal,KFLL,FLL,150,Fort Lauderdale–Hollywood International Airport,4,1159127493,-80.00,26.00
2,Airport,major,George Bush Intercontinental,IAH,terminal,KIAH,IAH,150,George Bush Intercontinental Airport,4,1159127507,-95.00,30.00
2,Airport,major,Atatürk Hava Limani,IST,terminal,LTBA,IST,150,Atatürk International Airport,2,1159127517,29.00,41.00
2,Airport,major,OR Tambo Int'l,JNB,terminal,FAJS,JNB,150,OR Tambo International Airport,4,1159127529,28.00,-26.00
2,Airport,mid,Juneau Int'l,JNU,terminal,PAJN,JNU,150,Juneau International Airport,4,1159127539,-135.00,58.00
2,Airport,major,Los Angeles Int'l,LAX,terminal,KLAX,LAX,150,Los Angeles International Airport,4,1159127551,-118.00,34.00
2,Airport,major,Linate,LIN,terminal,LIML,LIN,150,Linate Airport,4,1159127561,9.00,45.00
2,Airport,major,Melbourne Int'l,MEL,terminal,YMML,MEL,150,Melbourne Airport,4,1159127571,145.00,-38.00
2,Airport,major,Lic Benito Juarez Int'l,MEX,terminal,MMMX,MEX,150,Mexico City International Airport,4,1159127585,-99.00,19.00
2,Airport,major,Ninoy Aquino Int'l,MNL,terminal,RPLL,MNL,150,Ninoy Aquino International Airport,4,1159127591,121.00,15.00
2,Airport,major,Jomo Kenyatta Int'l,NBO,terminal,HKJK,NBO,150,Jomo Kenyatta International Airport,4,1159127605,37.00,-1.00
2,Airport,major,Honolulu Int'l,HNL,terminal,PHNL,HNL,150,Honolulu International Airport,4,1159127617,-158.00,21.00
2,Airport,major,Chicago O'Hare Int'l,ORD,terminal,KORD,ORD,150,O'Hare International Airport,4,1159127621,-88.00,42.00
2,Airport,major,King Khalid Int'l,RUH,terminal,OERK,RUH,150,King Khalid International Airport,4,1159127633,47.00,25.00
2,Airport,major,Arturo Merino Benitez Int'l,SCL,terminal,SCEL,SCL,150,Comodoro Arturo Merino Benítez International Airport,4,1159127643,-71.00,-33.00
2,Airport,major,Tacoma Int'l,SEA,terminal,KSEA,SEA,150,Seattle–Tacoma International Airport,2,1159127655,-122.00,47.00
2,Airport,major,San Francisco Int'l,SFO,terminal,KSFO,SFO,150,San Francisco International Airport,4,1159127665,-122.00,38.00
2,Airport,major,Hongqiao,SHA,terminal,ZSSS,SHA,150,Shanghai Hongqiao International Airport,4,1159127677,121.00,31.00
2,Airport,major,Sheremtyevo,SVO,terminal,UUEE,SVO,150,Sheremetyevo International Airport,4,1159127689,37.00,56.00
2,Airport,major,Toronto-Pearson Int'l,YYZ,terminal,CYYZ,YYZ,150,Toronto Pearson International Airport,4,1159127701,-80.00,44.00
2,Airport,major,Kingsford Smith,SYD,terminal,YSSY,SYD,150,Sydney Airport,4,1159127713,151.00,-34.00
2,Airport,major,Helsinki Vantaa,HEL,terminal,EFHK,HEL,150,Helsinki Airport,4,1159127725,25.00,60.00
2,Airport,major,Charles de Gaulle Int'l,CDG,terminal,LFPG,CDG,150,Paris-Charles de Gaulle Airport,4,1159127735,3.00,49.00
2,Airport,major,Berlin-Tegel Int'l,TXL,terminal,EDDT,TXL,150,Berlin Tegel Airport,4,1159127747,13.00,53.00
2,Airport,major,Vienna Schwechat Int'l,VIE,terminal,LOWW,VIE,150,Wien-Schwechat Airport,4,1159127759,17.00,48.00
2,Airport,major,Frankfurt Int'l,FRA,terminal,EDDF,FRA,150,Frankfurt Airport,2,1159127769,9.00,50.00
2,Airport,major,Leonardo da Vinci Int'l,FCO,terminal,LIRF,FCO,150,Leonardo da Vinci–Fiumicino Airport,4,1159127781,12.00,42.00
2,Airport,major,Osaka Int'l,ITM,terminal,RJOO,ITM,150,Osaka International Airport,4,1159127787,135.00,35.00
2,Airport,major,Gimpo Int'l,GMP,terminal,RKSS,GMP,150,Gimpo International Airport,4,1159127799,127.00,38.00
2,Airport,major,Oslo Gardermoen,OSL,terminal,ENGM,OSL,150,Oslo Airport,2,1159127809,11.00,60.00
2,Airport,major,Juscelino Kubitschek Int'l,BSB,terminal,SBBR,BSB,150,Brasília International Airport,2,1159127817,-48.00,-16.00
2,Airport,major,Congonhas Int'l,CGH,terminal,SBSP,CGH,150,Congonhas-São Paulo Airport,4,1159127827,-47.00,-24.00
2,Airport,major,Rio de Janeiro-Antonio Carlos Jobim Int'l,GIG,terminal,SBGL,GIG,150,Rio de Janeiro-Galeão International Airport,2,1159127839,-43.00,-23.00
2,Airport,major,Madrid Barajas,MAD,terminal,LEMD,MAD,150,Adolfo Suárez Madrid–Barajas Airport,4,1159127851,-4.00,40.00
2,Airport,major,Luis Muñoz Marin,SJU,terminal,TJSJ,SJU,150,Luis Muñoz Marín International Airport,4,1159127861,-66.00,18.00
2,Airport,major,Arlanda,ARN,terminal,ESSA,ARN,150,Stockholm Arlanda Airport,4,1159127877,18.00,60.00
2,Airport,major,Soekarno-Hatta Int'l,CGK,parking,WIII,CGK,150,Soekarno–Hatta International Airport,4,1159127891,107.00,-6.00
2,Airport,major,Eleftherios Venizelos Int'l,ATH,terminal,LGAV,ATH,150,Athens International Airport,2,1159127903,24.00,38.00
